date,time,datetime,region,indicator,importance,prev,forecast,actual,tf_category
2019-08-12 00:00:00,17:00,2019-08-12 17:00:00,中国,7月社会融资规模存量:同比(%),重要,11.19,11.0,10.85,credit
2019-08-31 00:00:00,09:00,2019-08-31 09:00:00,中国,8月官方制造业PMI(%),重要,49.7,49.7,49.5,pmi
2019-09-10 00:00:00,09:30,2019-09-10 09:30:00,中国,8月PPI:同比(%),重要,-0.3,-0.88,-0.8,inflation
2019-09-10 00:00:00,09:30,2019-09-10 09:30:00,中国,8月CPI:同比(%),重要,2.8,2.62,2.8,inflation
2019-09-11 00:00:00,17:00,2019-09-11 17:00:00,中国,8月新增人民币贷款(亿元),重要,10600.0,11571.43,12100.0,credit
2019-09-11 00:00:00,17:00,2019-09-11 17:00:00,中国,8月M1:同比(%),重要,3.1,3.4,3.4,credit
2019-09-11 00:00:00,17:00,2019-09-11 17:00:00,中国,8月M0:同比(%),重要,4.5,,4.8,credit
2019-09-11 00:00:00,17:00,2019-09-11 17:00:00,中国,8月M2:同比(%),重要,8.1,8.07,8.2,credit
2019-09-11 00:00:00,17:00,2019-09-11 17:00:00,中国,8月社会融资规模:当月值(亿元),重要,12872.11,16070.0,21955.77,credit
2019-09-11 00:00:00,17:00,2019-09-11 17:00:00,中国,8月社会融资规模存量:同比(%),重要,10.85,10.5,10.68,credit
2019-09-30 00:00:00,09:00,2019-09-30 09:00:00,中国,9月官方制造业PMI(%),重要,49.5,49.43,49.8,pmi
2019-10-15 00:00:00,09:30,2019-10-15 09:30:00,中国,9月PPI:同比(%),重要,-0.8,-1.31,-1.2,inflation
2019-10-15 00:00:00,09:30,2019-10-15 09:30:00,中国,9月CPI:同比(%),重要,2.8,2.84,3.0,inflation
2019-10-15 00:00:00,16:30,2019-10-15 16:30:00,中国,9月新增人民币贷款(亿元),重要,12100.0,14214.29,16900.0,credit
2019-10-15 00:00:00,16:30,2019-10-15 16:30:00,中国,9月M1:同比(%),重要,3.4,3.64,3.4,credit
2019-10-15 00:00:00,16:30,2019-10-15 16:30:00,中国,9月M0:同比(%),重要,4.8,,4.0,credit
2019-10-15 00:00:00,16:30,2019-10-15 16:30:00,中国,9月M2:同比(%),重要,8.2,8.19,8.4,credit
2019-10-15 00:00:00,16:30,2019-10-15 16:30:00,中国,9月社会融资规模:当月值(亿元),重要,21955.77,18109.09,25142.21,credit
2019-10-15 00:00:00,16:30,2019-10-15 16:30:00,中国,9月社会融资规模存量:同比(%),重要,10.68,10.5,10.67,credit
2019-10-18 00:00:00,10:00,2019-10-18 10:00:00,中国,第三季度GDP:当季同比(%),重要,6.1,6.08,6.0,growth
2019-10-31 00:00:00,09:00,2019-10-31 09:00:00,中国,10月官方制造业PMI(%),重要,49.8,49.85,49.3,pmi
2019-11-09 00:00:00,09:30,2019-11-09 09:30:00,中国,10月PPI:同比(%),重要,-1.2,-1.58,-1.6,inflation
2019-11-09 00:00:00,09:30,2019-11-09 09:30:00,中国,10月CPI:同比(%),重要,3.0,3.35,3.8,inflation
2019-11-11 00:00:00,17:00,2019-11-11 17:00:00,中国,10月新增人民币贷款(亿元),重要,16900.0,8178.57,6613.0,credit
2019-11-11 00:00:00,17:00,2019-11-11 17:00:00,中国,10月M1:同比(%),重要,3.4,3.7,3.3,credit
2019-11-11 00:00:00,17:00,2019-11-11 17:00:00,中国,10月M0:同比(%),重要,4.0,,4.7,credit
2019-11-11 00:00:00,17:00,2019-11-11 17:00:00,中国,10月M2:同比(%),重要,8.4,8.41,8.4,credit
2019-11-11 00:00:00,17:00,2019-11-11 17:00:00,中国,10月社会融资规模:当月值(亿元),重要,25142.21,9791.67,8680.0,credit
2019-11-11 00:00:00,17:00,2019-11-11 17:00:00,中国,10月社会融资规模存量:同比(%),重要,10.67,10.8,10.58,credit
2019-11-30 00:00:00,09:00,2019-11-30 09:00:00,中国,11月官方制造业PMI(%),重要,49.3,49.6,50.2,pmi
2019-12-10 00:00:00,09:30,2019-12-10 09:30:00,中国,11月PPI:同比(%),重要,-1.6,-1.36,-1.4,inflation
2019-12-10 00:00:00,09:30,2019-12-10 09:30:00,中国,11月CPI:同比(%),重要,3.8,4.31,4.5,inflation
2019-12-10 00:00:00,17:02,2019-12-10 17:02:00,中国,11月社会融资规模:当月值(亿元),重要,8680.0,15718.75,19936.92,credit
2019-12-10 00:00:00,17:02,2019-12-10 17:02:00,中国,11月社会融资规模存量:同比(%),重要,10.58,10.75,10.67,credit
2019-12-10 00:00:00,17:03,2019-12-10 17:03:00,中国,11月新增人民币贷款(亿元),重要,6613.0,12562.5,13900.0,credit
2019-12-10 00:00:00,17:03,2019-12-10 17:03:00,中国,11月M1:同比(%),重要,3.3,3.56,3.5,credit
2019-12-10 00:00:00,17:03,2019-12-10 17:03:00,中国,11月M0:同比(%),重要,4.7,,4.8,credit
2019-12-10 00:00:00,17:03,2019-12-10 17:03:00,中国,11月M2:同比(%),重要,8.4,8.44,8.2,credit
2019-12-31 00:00:00,09:00,2019-12-31 09:00:00,中国,12月官方制造业PMI(%),重要,50.2,50.27,50.2,pmi
2020-01-09 00:00:00,09:30,2020-01-09 09:30:00,中国,12月CPI:同比(%),重要,,4.66,,inflation
2020-01-09 00:00:00,09:30,2020-01-09 09:30:00,中国,12月PPI:同比(%),重要,,-0.31,,inflation
2020-01-16 00:00:00,15:00,2020-01-16 15:00:00,中国,12月M2:同比(%),重要,,8.36,,credit
2020-01-16 00:00:00,15:00,2020-01-16 15:00:00,中国,12月新增人民币贷款(亿元),重要,,11250.0,,credit
2020-01-16 00:00:00,15:00,2020-01-16 15:00:00,中国,12月M1:同比(%),重要,,3.8,,credit
2020-01-16 00:00:00,15:00,2020-01-16 15:00:00,中国,12月M0:同比(%),重要,,,,credit
2020-01-16 00:00:00,15:00,2020-01-16 15:00:00,中国,12月社会融资规模:当月值(亿元),重要,,16114.29,,credit
2020-01-16 00:00:00,15:00,2020-01-16 15:00:00,中国,12月社会融资规模存量:同比(%),重要,,10.8,,credit
2020-01-17 00:00:00,10:00,2020-01-17 10:00:00,中国,第四季度GDP:当季同比(%),重要,,6.05,,growth
2020-01-31 00:00:00,09:00,2020-01-31 09:00:00,中国,1月官方制造业PMI(%),重要,,50.0,,pmi
2020-02-10 00:00:00,09:30,2020-02-10 09:30:00,中国,1月CPI:同比(%),重要,,4.79,,inflation
2020-02-10 00:00:00,09:30,2020-02-10 09:30:00,中国,1月PPI:同比(%),重要,,0.17,,inflation
2020-02-20 00:00:00,16:00,2020-02-20 16:00:00,中国,1月M2:同比(%),重要,,8.6,,credit
2020-02-20 00:00:00,16:00,2020-02-20 16:00:00,中国,1月新增人民币贷款(亿元),重要,,28211.11,,credit
2020-02-20 00:00:00,16:00,2020-02-20 16:00:00,中国,1月M1:同比(%),重要,,3.9,,credit
2020-02-20 00:00:00,16:00,2020-02-20 16:00:00,中国,1月M0:同比(%),重要,,,,credit
2020-02-20 00:00:00,16:00,2020-02-20 16:00:00,中国,1月社会融资规模:当月值(亿元),重要,,42862.5,,credit
2020-02-20 00:00:00,16:00,2020-02-20 16:00:00,中国,1月社会融资规模存量:同比(%),重要,,10.6,,credit
2020-02-29 00:00:00,09:00,2020-02-29 09:00:00,中国,2月官方制造业PMI(%),重要,,,,pmi
2020-03-10 00:00:00,09:30,2020-03-10 09:30:00,中国,2月CPI:同比(%),重要,,4.9,,inflation
2020-03-10 00:00:00,09:30,2020-03-10 09:30:00,中国,2月PPI:同比(%),重要,,-0.28,,inflation
2020-03-11 00:00:00,16:01,2020-03-11 16:01:00,中国,2月M2:同比(%),重要,,8.47,,credit
2020-03-11 00:00:00,16:01,2020-03-11 16:01:00,中国,2月新增人民币贷款(亿元),重要,,11960.0,,credit
2020-03-11 00:00:00,16:01,2020-03-11 16:01:00,中国,2月M1:同比(%),重要,,2.82,,credit
2020-03-11 00:00:00,16:01,2020-03-11 16:01:00,中国,2月M0:同比(%),重要,,,,credit
2020-03-11 00:00:00,16:01,2020-03-11 16:01:00,中国,2月社会融资规模:当月值(亿元),重要,,18750.0,,credit
2020-03-11 00:00:00,16:01,2020-03-11 16:01:00,中国,2月社会融资规模存量:同比(%),重要,,10.33,,credit
2020-03-31 00:00:00,09:00,2020-03-31 09:00:00,中国,3月官方制造业PMI(%),重要,,42.5,,pmi
2020-04-10 00:00:00,09:30,2020-04-10 09:30:00,中国,3月CPI:同比(%),重要,,4.79,,inflation
2020-04-10 00:00:00,09:30,2020-04-10 09:30:00,中国,3月PPI:同比(%),重要,,-1.12,,inflation
2020-04-10 00:00:00,15:31,2020-04-10 15:31:00,中国,3月M2:同比(%),重要,,8.72,,credit
2020-04-10 00:00:00,15:31,2020-04-10 15:31:00,中国,3月新增人民币贷款(亿元),重要,,19352.94,,credit
2020-04-10 00:00:00,15:31,2020-04-10 15:31:00,中国,3月M1:同比(%),重要,,4.57,,credit
2020-04-10 00:00:00,15:31,2020-04-10 15:31:00,中国,3月M0:同比(%),重要,,,,credit
2020-04-10 00:00:00,15:31,2020-04-10 15:31:00,中国,3月社会融资规模:当月值(亿元),重要,,31392.86,,credit
2020-04-10 00:00:00,15:31,2020-04-10 15:31:00,中国,3月社会融资规模存量:同比(%),重要,,10.9,,credit
2020-04-17 00:00:00,10:00,2020-04-17 10:00:00,中国,第一季度GDP:当季同比(%),重要,,-4.77,,growth
2020-04-30 00:00:00,09:00,2020-04-30 09:00:00,中国,4月官方制造业PMI(%),重要,,50.1,,pmi
2020-05-11 00:00:00,15:30,2020-05-11 15:30:00,中国,4月M2:同比(%),重要,,10.08,,credit
2020-05-11 00:00:00,15:30,2020-05-11 15:30:00,中国,4月新增人民币贷款(亿元),重要,,12433.33,,credit
2020-05-11 00:00:00,15:30,2020-05-11 15:30:00,中国,4月M1:同比(%),重要,,5.82,,credit
2020-05-11 00:00:00,15:30,2020-05-11 15:30:00,中国,4月M0:同比(%),重要,,,,credit
2020-05-11 00:00:00,15:30,2020-05-11 15:30:00,中国,4月社会融资规模:当月值(亿元),重要,,21618.18,,credit
2020-05-11 00:00:00,15:30,2020-05-11 15:30:00,中国,4月社会融资规模存量:同比(%),重要,,11.75,,credit
2020-05-12 00:00:00,09:30,2020-05-12 09:30:00,中国,4月CPI:同比(%),重要,,3.72,,inflation
2020-05-12 00:00:00,09:30,2020-05-12 09:30:00,中国,4月PPI:同比(%),重要,,-2.59,,inflation
2020-05-31 00:00:00,09:00,2020-05-31 09:00:00,中国,5月官方制造业PMI(%),重要,,51.15,,pmi
2020-06-10 00:00:00,09:30,2020-06-10 09:30:00,中国,5月CPI:同比(%),重要,,2.71,,inflation
2020-06-10 00:00:00,09:30,2020-06-10 09:30:00,中国,5月PPI:同比(%),重要,,-3.26,,inflation
2020-06-10 00:00:00,16:30,2020-06-10 16:30:00,中国,5月M2:同比(%),重要,,11.19,,credit
2020-06-10 00:00:00,16:30,2020-06-10 16:30:00,中国,5月新增人民币贷款(亿元),重要,,14178.57,,credit
2020-06-10 00:00:00,16:30,2020-06-10 16:30:00,中国,5月M1:同比(%),重要,,5.92,,credit
2020-06-10 00:00:00,16:30,2020-06-10 16:30:00,中国,5月M0:同比(%),重要,,,,credit
2020-06-10 00:00:00,16:30,2020-06-10 16:30:00,中国,5月社会融资规模:当月值(亿元),重要,,28363.64,,credit
2020-06-10 00:00:00,16:30,2020-06-10 16:30:00,中国,5月社会融资规模存量:同比(%),重要,,12.37,,credit
2020-06-30 00:00:00,09:00,2020-06-30 09:00:00,中国,6月官方制造业PMI(%),重要,,50.1,,pmi
2020-07-09 00:00:00,09:30,2020-07-09 09:30:00,中国,6月CPI:同比(%),重要,,2.55,,inflation
2020-07-09 00:00:00,09:30,2020-07-09 09:30:00,中国,6月PPI:同比(%),重要,,-3.09,,inflation
2020-07-10 00:00:00,15:30,2020-07-10 15:30:00,中国,6月M2:同比(%),重要,,11.21,,credit
2020-07-10 00:00:00,15:30,2020-07-10 15:30:00,中国,6月新增人民币贷款(亿元),重要,,17641.18,,credit
2020-07-10 00:00:00,15:30,2020-07-10 15:30:00,中国,6月M1:同比(%),重要,,7.01,,credit
2020-07-10 00:00:00,15:30,2020-07-10 15:30:00,中国,6月M0:同比(%),重要,,,,credit
2020-07-10 00:00:00,15:30,2020-07-10 15:30:00,中国,6月社会融资规模:当月值(亿元),重要,,28400.0,,credit
2020-07-10 00:00:00,15:30,2020-07-10 15:30:00,中国,6月社会融资规模存量:同比(%),重要,,12.57,,credit
2020-07-16 00:00:00,10:00,2020-07-16 10:00:00,中国,第二季度GDP:当季同比(%),重要,,2.87,,growth
2020-07-31 00:00:00,09:00,2020-07-31 09:00:00,中国,7月官方制造业PMI(%),重要,,50.5,,pmi
2020-08-10 00:00:00,09:30,2020-08-10 09:30:00,中国,7月CPI:同比(%),重要,,2.64,,inflation
2020-08-10 00:00:00,09:30,2020-08-10 09:30:00,中国,7月PPI:同比(%),重要,,-2.42,,inflation
2020-08-11 00:00:00,16:30,2020-08-11 16:30:00,中国,7月M2:同比(%),重要,,11.15,,credit
2020-08-11 00:00:00,16:30,2020-08-11 16:30:00,中国,7月新增人民币贷款(亿元),重要,,11815.93,,credit
2020-08-11 00:00:00,16:30,2020-08-11 16:30:00,中国,7月M1:同比(%),重要,,7.32,,credit
2020-08-11 00:00:00,16:30,2020-08-11 16:30:00,中国,7月M0:同比(%),重要,,,,credit
2020-08-11 00:00:00,16:30,2020-08-11 16:30:00,中国,7月社会融资规模:当月值(亿元),重要,,18635.14,,credit
2020-08-11 00:00:00,16:30,2020-08-11 16:30:00,中国,7月社会融资规模存量:同比(%),重要,,12.8,,credit
2020-08-31 00:00:00,09:00,2020-08-31 09:00:00,中国,8月官方制造业PMI(%),重要,,51.5,,pmi
2020-09-09 00:00:00,09:30,2020-09-09 09:30:00,中国,8月CPI:同比(%),重要,,2.41,,inflation
2020-09-09 00:00:00,09:30,2020-09-09 09:30:00,中国,8月PPI:同比(%),重要,,-1.97,,inflation
2020-09-11 00:00:00,16:00,2020-09-11 16:00:00,中国,8月M2:同比(%),重要,,10.75,,credit
2020-09-11 00:00:00,16:00,2020-09-11 16:00:00,中国,8月新增人民币贷款(亿元),重要,,12194.47,,credit
2020-09-11 00:00:00,16:00,2020-09-11 16:00:00,中国,8月M1:同比(%),重要,,6.92,,credit
2020-09-11 00:00:00,16:00,2020-09-11 16:00:00,中国,8月M0:同比(%),重要,,,,credit
2020-09-11 00:00:00,16:00,2020-09-11 16:00:00,中国,8月社会融资规模:当月值(亿元),重要,,26630.17,,credit
2020-09-11 00:00:00,16:00,2020-09-11 16:00:00,中国,8月社会融资规模存量:同比(%),重要,,13.0,,credit
2020-09-30 00:00:00,09:00,2020-09-30 09:00:00,中国,9月官方制造业PMI(%),重要,,51.23,,pmi
2020-10-14 00:00:00,16:31,2020-10-14 16:31:00,中国,9月M2:同比(%),重要,,10.47,,credit
2020-10-14 00:00:00,16:31,2020-10-14 16:31:00,中国,9月新增人民币贷款(亿元),重要,,17485.71,,credit
2020-10-14 00:00:00,16:31,2020-10-14 16:31:00,中国,9月M1:同比(%),重要,,8.05,,credit
2020-10-14 00:00:00,16:31,2020-10-14 16:31:00,中国,9月M0:同比(%),重要,,,,credit
2020-10-14 00:00:00,16:31,2020-10-14 16:31:00,中国,9月社会融资规模:当月值(亿元),重要,,29483.33,,credit
2020-10-14 00:00:00,16:31,2020-10-14 16:31:00,中国,9月社会融资规模存量:同比(%),重要,,13.4,,credit
2020-10-15 00:00:00,09:30,2020-10-15 09:30:00,中国,9月CPI:同比(%),重要,,1.81,,inflation
2020-10-15 00:00:00,09:30,2020-10-15 09:30:00,中国,9月PPI:同比(%),重要,,-1.65,,inflation
2020-10-19 00:00:00,10:00,2020-10-19 10:00:00,中国,第三季度GDP:当季同比(%),重要,,5.24,,growth
2020-10-31 00:00:00,09:00,2020-10-31 09:00:00,中国,10月官方制造业PMI(%),重要,,51.0,,pmi
2020-11-10 00:00:00,09:30,2020-11-10 09:30:00,中国,10月CPI:同比(%),重要,,0.75,,inflation
2020-11-10 00:00:00,09:30,2020-11-10 09:30:00,中国,10月PPI:同比(%),重要,,-2.07,,inflation
2020-11-11 00:00:00,16:00,2020-11-11 16:00:00,中国,10月M2:同比(%),重要,,10.83,,credit
2020-11-11 00:00:00,16:00,2020-11-11 16:00:00,中国,10月新增人民币贷款(亿元),重要,,7880.0,,credit
2020-11-11 00:00:00,16:00,2020-11-11 16:00:00,中国,10月M1:同比(%),重要,,8.2,,credit
2020-11-11 00:00:00,16:00,2020-11-11 16:00:00,中国,10月M0:同比(%),重要,,,,credit
2020-11-11 00:00:00,16:00,2020-11-11 16:00:00,中国,10月社会融资规模:当月值(亿元),重要,,14216.67,,credit
2020-11-11 00:00:00,16:00,2020-11-11 16:00:00,中国,10月社会融资规模存量:同比(%),重要,,13.5,,credit
2020-11-30 00:00:00,09:00,2020-11-30 09:00:00,中国,11月官方制造业PMI(%),重要,,51.5,,pmi
2020-12-09 00:00:00,09:30,2020-12-09 09:30:00,中国,11月CPI:同比(%),重要,,0.06,,inflation
2020-12-09 00:00:00,09:30,2020-12-09 09:30:00,中国,11月PPI:同比(%),重要,,-1.46,,inflation
2020-12-09 00:00:00,16:13,2020-12-09 16:13:00,中国,11月M2:同比(%),重要,,10.59,,credit
2020-12-09 00:00:00,16:13,2020-12-09 16:13:00,中国,11月新增人民币贷款(亿元),重要,,13730.77,,credit
2020-12-09 00:00:00,16:13,2020-12-09 16:13:00,中国,11月M1:同比(%),重要,,9.45,,credit
2020-12-09 00:00:00,16:13,2020-12-09 16:13:00,中国,11月M0:同比(%),重要,,,,credit
2020-12-09 00:00:00,16:13,2020-12-09 16:13:00,中国,11月社会融资规模:当月值(亿元),重要,,20500.0,,credit
2020-12-09 00:00:00,16:13,2020-12-09 16:13:00,中国,11月社会融资规模存量:同比(%),重要,,13.7,,credit
2020-12-31 00:00:00,09:00,2020-12-31 09:00:00,中国,12月官方制造业PMI(%),重要,,52.3,,pmi
2021-01-11 00:00:00,09:30,2021-01-11 09:30:00,中国,12月CPI:同比(%),重要,,0.09,,inflation
2021-01-11 00:00:00,09:30,2021-01-11 09:30:00,中国,12月PPI:同比(%),重要,,-0.69,,inflation
2021-01-12 00:00:00,19:00,2021-01-12 19:00:00,中国,12月M2:同比(%),重要,,10.66,,credit
2021-01-12 00:00:00,19:00,2021-01-12 19:00:00,中国,12月新增人民币贷款(亿元),重要,,12069.23,,credit
2021-01-12 00:00:00,19:00,2021-01-12 19:00:00,中国,12月M1:同比(%),重要,,9.87,,credit
2021-01-12 00:00:00,19:00,2021-01-12 19:00:00,中国,12月M0:同比(%),重要,,,,credit
2021-01-12 00:00:00,19:00,2021-01-12 19:00:00,中国,12月社会融资规模:当月值(亿元),重要,,21800.0,,credit
2021-01-12 00:00:00,19:00,2021-01-12 19:00:00,中国,12月社会融资规模存量:同比(%),重要,,13.55,,credit
2021-01-18 00:00:00,10:00,2021-01-18 10:00:00,中国,第四季度GDP:当季同比(%),重要,,6.23,,growth
2021-01-31 00:00:00,09:00,2021-01-31 09:00:00,中国,1月官方制造业PMI(%),重要,,51.3,,pmi
2021-02-09 00:00:00,16:02,2021-02-09 16:02:00,中国,1月M2:同比(%),重要,10.1,10.15,9.4,credit
2021-02-09 00:00:00,16:02,2021-02-09 16:02:00,中国,1月新增人民币贷款(亿元),重要,12600.0,35300.0,35800.0,credit
2021-02-09 00:00:00,16:02,2021-02-09 16:02:00,中国,1月M1:同比(%),重要,8.6,9.67,14.7,credit
2021-02-09 00:00:00,16:02,2021-02-09 16:02:00,中国,1月M0:同比(%),重要,9.2,,-3.9,credit
2021-02-09 00:00:00,16:02,2021-02-09 16:02:00,中国,1月社会融资规模:当月值(亿元),重要,16476.0,44650.0,51884.0,credit
2021-02-09 00:00:00,16:02,2021-02-09 16:02:00,中国,1月社会融资规模存量:同比(%),重要,13.3,12.7,13.0,credit
2021-02-10 00:00:00,09:30,2021-02-10 09:30:00,中国,1月CPI:同比(%),重要,0.2,-0.13,-0.3,inflation
2021-02-10 00:00:00,09:30,2021-02-10 09:30:00,中国,1月PPI:同比(%),重要,-0.4,0.29,0.3,inflation
2021-02-28 00:00:00,15:00,2021-02-28 15:00:00,中国,2月官方制造业PMI(%),重要,51.3,50.7,50.6,pmi
2021-03-10 00:00:00,09:30,2021-03-10 09:30:00,中国,2月CPI:同比(%),重要,,-0.48,,inflation
2021-03-10 00:00:00,09:30,2021-03-10 09:30:00,中国,2月PPI:同比(%),重要,,1.47,,inflation
2021-03-10 00:00:00,16:30,2021-03-10 16:30:00,中国,2月M2:同比(%),重要,,9.57,,credit
2021-03-10 00:00:00,16:30,2021-03-10 16:30:00,中国,2月新增人民币贷款(亿元),重要,,9180.0,,credit
2021-03-10 00:00:00,16:30,2021-03-10 16:30:00,中国,2月M1:同比(%),重要,,9.6,,credit
2021-03-10 00:00:00,16:30,2021-03-10 16:30:00,中国,2月M0:同比(%),重要,,,,credit
2021-03-10 00:00:00,16:30,2021-03-10 16:30:00,中国,2月社会融资规模:当月值(亿元),重要,,10514.29,,credit
2021-03-10 00:00:00,16:30,2021-03-10 16:30:00,中国,2月社会融资规模存量:同比(%),重要,,13.05,,credit
2021-03-31 00:00:00,09:00,2021-03-31 09:00:00,中国,3月官方制造业PMI(%),重要,,50.3,,pmi
2021-04-09 00:00:00,09:30,2021-04-09 09:30:00,中国,3月CPI:同比(%),重要,,0.19,,inflation
2021-04-09 00:00:00,09:30,2021-04-09 09:30:00,中国,3月PPI:同比(%),重要,,3.29,,inflation
2021-04-12 00:00:00,16:00,2021-04-12 16:00:00,中国,3月M2:同比(%),重要,,9.59,,credit
2021-04-12 00:00:00,16:00,2021-04-12 16:00:00,中国,3月新增人民币贷款(亿元),重要,,25038.46,,credit
2021-04-12 00:00:00,16:00,2021-04-12 16:00:00,中国,3月M1:同比(%),重要,,7.66,,credit
2021-04-12 00:00:00,16:00,2021-04-12 16:00:00,中国,3月M0:同比(%),重要,,,,credit
2021-04-12 00:00:00,16:00,2021-04-12 16:00:00,中国,3月社会融资规模:当月值(亿元),重要,,36000.0,,credit
2021-04-12 00:00:00,16:00,2021-04-12 16:00:00,中国,3月社会融资规模存量:同比(%),重要,,12.3,,credit
2021-04-16 00:00:00,10:00,2021-04-16 10:00:00,中国,第一季度GDP:当季同比(%),重要,,18.85,,growth
2021-04-30 00:00:00,09:00,2021-04-30 09:00:00,中国,4月官方制造业PMI(%),重要,,52.1,,pmi
2021-05-11 00:00:00,09:30,2021-05-11 09:30:00,中国,4月CPI:同比(%),重要,,0.96,,inflation
2021-05-11 00:00:00,09:30,2021-05-11 09:30:00,中国,4月PPI:同比(%),重要,,6.29,,inflation
2021-05-12 00:00:00,16:30,2021-05-12 16:30:00,中国,4月M2:同比(%),重要,,9.13,,credit
2021-05-12 00:00:00,16:30,2021-05-12 16:30:00,中国,4月新增人民币贷款(亿元),重要,,15636.36,,credit
2021-05-12 00:00:00,16:30,2021-05-12 16:30:00,中国,4月M1:同比(%),重要,,7.25,,credit
2021-05-12 00:00:00,16:30,2021-05-12 16:30:00,中国,4月M0:同比(%),重要,,,,credit
2021-05-12 00:00:00,16:30,2021-05-12 16:30:00,中国,4月社会融资规模:当月值(亿元),重要,,22450.0,,credit
2021-05-12 00:00:00,16:30,2021-05-12 16:30:00,中国,4月社会融资规模存量:同比(%),重要,,12.0,,credit
2021-05-31 00:00:00,09:00,2021-05-31 09:00:00,中国,5月官方制造业PMI(%),重要,,51.0,,pmi
2021-06-09 00:00:00,09:30,2021-06-09 09:30:00,中国,5月CPI:同比(%),重要,,1.58,,inflation
2021-06-09 00:00:00,09:30,2021-06-09 09:30:00,中国,5月PPI:同比(%),重要,,8.23,,inflation
